unnamed0,order,pID,msSubclass,msZoning,lotFrontage,lotArea,street,alley,lotShape,landContour,utilities,lotConfig,landSlope,neighborhood,condition1,condition2,bldgType,houseStyle,overallQual,overallCond,yearBuilt,yearRemodAdd,roofStyle,roofMatl,exterior1st,exterior2nd,masVnrType,masVnrArea,exterQual,exterCond,foundation,bsmtQual,bsmtCond,bsmtExposure,bsmtfinType1,bsmtfinSf1,bsmtfinType2,bsmtfinSf2,bsmtUnfSf,totalBsmtSf,heating,heatingQc,centralAir,electrical,1stFlrSf,2ndFlrSf,lowQualFinSf,grLivArea,bsmtFullBath,bsmtHalfBath,fullBath,halfBath,bedroomAbvgr,kitchenAbvgr,kitchenQual,totrmsAbvgrd,functional,fireplaces,fireplaceQu,garageType,garageYrBlt,garageFinish,garageCars,garageArea,garageQual,garageCond,pavedDrive,woodDeckSf,openPorchSf,enclosedPorch,3ssnPorch,screenPorch,poolQc,fence,miscFeature,miscVal,moSold,yrSold,saleType,saleCondition,salePrice,houseAge,yearsSinceRemod,isRemodeled,totalSf,totalBathrooms,totalPorchSf,qualityAreaInt,isPeakSeason,hasPool,hasFireplace,hasGarage
1685,1686,528102090,3.044522437723423,RL,4.51085950651685,9.36691667901828,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,6.115892125483034,5,3,PConc,5,3,3,GLQ,3.8918202981106265,Unf,0.0,7.4815557019095165,1822.0,GasA,5,Y,SBrkr,7.511524648390866,0.0,0.0,7.511524648390866,0.0,0.0,2,0,3,0.6931471805599453,4,9,7,1,Gd,Attchd,7.60489448081162,1,3.0,774.0,3,3,2,0.0,4.6913478822291435,0.0,0.0,5.564520407322694,0,0.0,None,0.0,7,2007,New,Partial,12.659737267217572,0,0,0,1829.5115246483908,2.0,10.255868289551838,67.60372183551779,1,0,1,1
1686,1687,528102100,3.044522437723423,RL,4.543294782270004,9.395241931033524,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.541263545158426,5,3,PConc,5,3,1,Unf,0.0,Unf,0.0,7.43543801981455,1694.0,GasA,5,Y,SBrkr,7.43543801981455,0.0,0.0,7.43543801981455,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.60489448081162,3,3.0,818.0,3,3,2,5.1298987149230735,5.43372200355424,0.0,0.0,0.0,0,0.0,None,0.0,12,2007,New,Partial,12.669809806411457,0,0,0,1701.4354380198145,2.0,5.43372200355424,59.4835041585164,0,0,0,1
1687,1688,528102120,3.044522437723423,RL,4.5217885770490405,9.378055776380775,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,5.713732805509369,4,3,PConc,5,3,2,Unf,0.0,Unf,0.0,7.43543801981455,1694.0,GasA,5,Y,SBrkr,7.43543801981455,0.0,0.0,7.43543801981455,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.604396348796338,2,3.0,856.0,3,3,2,0.0,4.727387818712341,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,New,Partial,12.683551391346773,1,0,1,1701.4354380198145,2.0,4.727387818712341,59.4835041585164,1,0,1,1
1688,1689,528102130,3.044522437723423,RL,4.543294782270004,9.399803036921504,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,5.796057750765372,4,3,PConc,5,3,1,GLQ,6.912742820493176,Unf,0.0,6.594413459749778,1734.0,GasA,5,Y,SBrkr,7.45876269238096,0.0,0.0,7.45876269238096,1.0,0.0,2,0,3,0.6931471805599453,5,7,7,1,Gd,Attchd,7.60489448081162,2,3.0,928.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,11,2007,New,Partial,12.669809806411457,0,0,0,1741.458762692381,3.0,0.0,59.67010153904768,0,0,1,1
1689,1690,528104010,3.044522437723423,RL,4.709530201312334,9.570389616553864,Pave,None,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,GLQ,7.325807502595773,Unf,0.0,6.3818160174060985,2108.0,GasA,5,Y,SBrkr,7.660585461703256,0.0,0.0,7.660585461703256,1.0,0.0,2,1,2,0.6931471805599453,4,7,7,1,Ex,Attchd,7.60489448081162,3,3.0,938.0,3,3,2,4.875197323201151,4.962844630259907,0.0,0.0,0.0,0,0.0,None,0.0,11,2007,New,Partial,12.752675560671685,0,0,0,2115.6605854617032,3.5,4.962844630259907,61.28468369362605,0,0,1,1
1690,1691,528106040,3.044522437723423,RL,4.68213122712422,9.57851889529833,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,5.755742213586912,5,3,PConc,5,3,4,Unf,0.0,Unf,0.0,7.660114319173928,2121.0,GasA,5,Y,SBrkr,7.660114319173928,0.0,0.0,7.660114319173928,0.0,0.0,2,1,3,0.6931471805599453,5,8,7,1,Ex,Attchd,7.60489448081162,3,3.0,732.0,3,3,2,4.8283137373023015,4.59511985013459,0.0,0.0,4.962844630259907,0,0.0,None,0.0,5,2007,New,Partial,12.936754021718041,1,0,1,2128.6601143191738,2.5,9.557964480394496,68.94102887256535,1,0,1,1
1691,1692,528106050,4.110873864173311,RL,4.68213122712422,9.520908548214665,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,6.124683390894205,5,3,PConc,5,3,4,GLQ,7.173958319756794,Unf,0.0,6.447305862541213,1934.0,GasA,5,Y,SBrkr,7.572502985020384,6.570882962339584,0.0,7.884952945759814,1.0,0.0,2,1,3,0.6931471805599453,5,8,7,1,Gd,Attchd,7.60489448081162,2,3.0,1040.0,3,3,2,5.594711379601839,4.07753744390572,0.0,0.0,0.0,0,0.0,None,0.0,12,2007,New,Partial,13.106236027992704,0,0,0,1941.8849529457598,3.5,4.07753744390572,70.96457651183832,0,0,1,1
1692,1693,528106060,4.110873864173311,RL,4.709530201312334,9.506065016071148,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.25227342804663,4,3,PConc,5,3,1,Unf,0.0,Unf,0.0,7.011213987350367,1108.0,GasA,5,Y,SBrkr,7.046647277848756,7.246368080102461,0.0,7.844240718141811,0.0,0.0,2,1,4,0.6931471805599453,5,11,7,1,Gd,BuiltIn,7.604396348796338,3,3.0,670.0,3,3,2,4.795790545596741,3.6888794541139363,0.0,0.0,0.0,0,0.0,None,0.0,3,2007,New,Partial,12.733554776271227,1,0,1,1115.844240718142,2.5,3.6888794541139363,62.75392574513449,0,0,1,1
1693,1694,528106110,3.044522437723423,RL,4.663439094112067,9.644198554585564,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.993961427306569,5,3,PConc,5,3,4,GLQ,7.266128779556451,Unf,0.0,6.336825731146441,1994.0,GasA,5,Y,SBrkr,7.624130585661289,0.0,0.0,7.624130585661289,1.0,0.0,2,1,2,0.6931471805599453,5,7,7,2,Gd,Attchd,7.603897968521881,3,3.0,878.0,3,3,2,5.241747015059643,4.189654742026425,0.0,0.0,5.170483995038151,0,0.0,None,0.0,8,2007,WD ,Normal,13.017005083966255,2,1,1,2001.6241305856613,3.5,9.360138737064577,76.2413058566129,0,0,1,1
1694,1695,528108160,4.110873864173311,RL,4.700480365792417,9.557823197546,Pave,None,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.860786223465865,4,3,PConc,5,4,1,Unf,0.0,Unf,0.0,6.96979066990159,1063.0,GasA,5,Y,SBrkr,6.977281341630747,7.004881989712859,0.0,7.6838639802564295,0.0,0.0,2,1,3,0.6931471805599453,4,9,7,1,Gd,Attchd,7.604396348796338,2,3.0,947.0,3,3,2,5.262690188904886,4.143134726391533,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,New,Partial,12.54254845357358,1,1,0,1070.6838639802563,2.5,4.143134726391533,53.787047861795,0,0,1,1
1695,1696,528110040,3.044522437723423,RL,4.68213122712422,9.539068413863964,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,6.124683390894205,5,3,PConc,5,3,4,GLQ,7.502738210754851,Unf,0.0,6.608000625296087,2552.0,GasA,5,Y,SBrkr,7.845024417241484,0.0,0.0,7.845024417241484,1.0,0.0,2,0,3,0.6931471805599453,5,8,7,2,Ex,Attchd,7.60489448081162,3,3.0,932.0,3,3,2,4.875197323201151,3.367295829986474,0.0,0.0,0.0,0,0.0,None,0.0,10,2007,New,Partial,13.079602003503023,0,0,0,2559.8450244172413,3.0,3.367295829986474,70.60521975517335,0,0,1,1
1696,1697,528110070,3.044522437723423,RL,4.709530201312334,9.562896846651167,Pave,None,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.929589143389895,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,7.568379267836522,1935.0,GasA,4,Y,SBrkr,7.587817219993427,0.0,0.0,7.587817219993427,0.0,0.0,2,0,3,0.6931471805599453,4,9,7,1,Gd,Attchd,7.604396348796338,3,3.0,895.0,3,3,2,5.755742213586912,3.828641396489095,0.0,0.0,0.0,0,0.0,None,0.0,7,2007,New,Partial,12.886643575525625,1,1,0,1942.5878172199934,2.0,3.828641396489095,60.70253775994742,1,0,1,1
1697,1698,528110100,4.110873864173311,RL,4.663439094112067,9.524713059681009,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.650279048587422,5,3,PConc,4,3,3,Unf,0.0,Unf,0.0,7.675081857716334,2153.0,GasA,5,Y,SBrkr,7.635303886259415,6.354370040797351,0.0,7.880048200971577,0.0,0.0,2,1,3,0.6931471805599453,5,9,7,1,Gd,BuiltIn,7.604396348796338,3,3.0,694.0,3,3,2,6.028278520230698,4.442651256490317,0.0,0.0,0.0,0,0.0,None,0.0,3,2007,WD ,Normal,12.847929163278053,1,1,0,2160.8800482009715,2.5,4.442651256490317,70.92043380874419,0,0,1,1
1698,1699,528112150,3.044522437723423,RL,4.59511985013459,9.343909263897597,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.517452896464707,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.394493107219038,1626.0,GasA,5,Y,SBrkr,7.399398083331354,0.0,0.0,7.399398083331354,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.604396348796338,2,3.0,866.0,3,3,2,0.0,3.8066624897703196,0.0,0.0,0.0,0,0.0,None,0.0,5,2007,WD ,Normal,12.429220196836383,1,1,0,1633.3993980833313,2.0,3.8066624897703196,59.19518466665083,1,0,1,1
1699,1700,528114050,3.044522437723423,RL,4.709530201312334,9.614337736809313,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.720311776607412,4,3,PConc,5,3,4,GLQ,7.208600337960199,Unf,0.0,6.440946540632921,1976.0,GasA,5,Y,SBrkr,7.589335823170617,0.0,0.0,7.589335823170617,1.0,0.0,2,0,2,0.6931471805599453,4,7,7,1,Ex,Attchd,7.604396348796338,2,3.0,908.0,3,3,2,5.5254529391317835,4.1588830833596715,0.0,0.0,0.0,0,0.0,None,0.0,7,2007,New,Partial,12.994532278619134,1,0,1,1983.5893358231706,3.0,4.1588830833596715,60.71468658536494,1,0,1,1
1700,1701,528118040,4.110873864173311,RL,4.77912349311153,9.521861033907806,Pave,None,2,Lvl,AllPub,CulDSac,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.902633333401366,4,3,PConc,5,3,4,Unf,0.0,Unf,0.0,7.4413203897176174,1704.0,GasA,5,Y,SBrkr,7.45182223652793,6.9440872082295275,0.0,7.922623574217286,0.0,0.0,2,1,4,0.6931471805599453,5,9,7,1,Ex,BuiltIn,7.603897968521881,3,3.0,814.0,3,3,2,5.645446897643238,4.02535169073515,0.0,0.0,0.0,0,0.0,None,0.0,5,2007,WD ,Normal,12.94323910384853,2,1,1,1711.9226235742174,2.5,4.02535169073515,71.30361216795558,1,0,1,1
1701,1702,528118050,3.044522437723423,RL,4.0943445622221,9.75091895389152,Pave,None,1,Lvl,AllPub,CulDSac,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,6.878326468291325,5,3,PConc,5,3,3,GLQ,7.429520842786462,Unf,0.0,6.456769655572163,2320.0,GasA,5,Y,SBrkr,7.736743682453495,0.0,0.0,7.736743682453495,2.0,0.0,2,1,2,0.6931471805599453,5,7,7,1,Gd,Attchd,7.60489448081162,3,3.0,1174.0,3,3,2,5.262690188904886,3.4339872044851463,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,New,Partial,13.122499368157166,0,0,0,2327.7367436824534,4.5,3.4339872044851463,77.36743682453495,0,0,1,1
1702,1703,528120010,4.110873864173311,RL,4.90527477843843,9.720765915720834,Pave,None,2,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.367077059881012,1582.0,GasA,5,Y,SBrkr,7.367077059881012,6.3473892096560105,0.0,7.674617497364363,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,Gd,Detchd,7.60489448081162,1,2.0,728.0,3,3,2,0.0,5.910796644040527,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,New,Partial,12.468886808778029,0,-1,1,1589.6746174973644,2.5,5.910796644040527,61.3969399789149,1,0,1,1
1703,1704,528120150,4.110873864173311,RL,4.343805421853684,9.16868469670735,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.84354441703136,4,3,PConc,5,3,3,Unf,0.0,Unf,0.0,7.042286171939743,1143.0,GasA,5,Y,SBrkr,7.042286171939743,7.193685818395112,0.0,7.813591552952433,0.0,0.0,2,1,4,0.6931471805599453,4,9,7,1,Gd,BuiltIn,7.60339933974067,2,3.0,852.0,3,3,2,5.262690188904886,5.0238805208462765,0.0,0.0,0.0,0,0.0,None,0.0,10,2007,WD ,Normal,12.666660207428574,3,2,1,1150.8135915529524,2.5,5.0238805208462765,62.50873242361946,0,0,1,1
1704,1705,528142050,4.110873864173311,RL,4.418840607796598,9.18091156128537,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4.795790545596741,5,3,PConc,5,3,4,GLQ,6.658011045870748,Unf,0.0,4.948759890378168,918.0,GasA,5,Y,SBrkr,6.8658910748834385,7.04141166379481,0.0,7.650168700845001,1.0,0.0,2,1,3,0.6931471805599453,5,8,7,2,Gd,BuiltIn,7.60489448081162,3,3.0,786.0,3,3,2,5.153291594497779,4.653960350157523,0.0,0.0,0.0,0,0.0,None,0.0,9,2007,New,Partial,12.674515682685282,0,0,0,925.650168700845,3.5,4.653960350157523,61.201349606760004,0,0,1,1
1705,1706,528144050,4.110873864173311,RL,4.465908118654584,9.265112607823163,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.707110264748875,4,3,PConc,5,3,1,GLQ,7.161622002939187,Unf,0.0,5.68697535633982,1582.0,GasA,5,Y,SBrkr,7.384610383176974,6.313548046277095,0.0,7.6787889981991535,1.0,0.0,1,1,3,0.6931471805599453,5,8,7,1,Gd,Attchd,7.60489448081162,3,3.0,789.0,3,3,2,5.187385805840755,4.795790545596741,0.0,0.0,0.0,0,0.0,None,0.0,11,2007,New,Partial,12.693501691489768,0,0,0,1589.6787889981993,2.5,4.795790545596741,61.43031198559323,0,0,1,1
1706,1707,528150040,3.044522437723423,RL,4.553876891600541,9.519000850813155,Pave,None,2,HLS,AllPub,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,6.236369590203704,5,3,PConc,5,3,4,Unf,0.0,Unf,0.0,7.497207223203318,1802.0,GasA,5,Y,SBrkr,7.497207223203318,0.0,0.0,7.497207223203318,0.0,0.0,2,1,3,0.6931471805599453,5,7,7,1,Gd,Attchd,7.604396348796338,3,3.0,843.0,3,3,2,5.0689042022202315,4.663439094112067,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,WD ,Normal,12.826651821423713,1,1,0,1809.4972072232033,2.5,4.663439094112067,67.47486500882985,1,0,1,1
1707,1708,528150110,4.110873864173311,RL,4.605170185988092,9.478074806618269,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.220590170099739,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,7.442492722794441,1706.0,GasA,5,Y,SBrkr,7.449498005382849,7.122059881629142,0.0,7.9919305198524775,0.0,0.0,2,1,5,0.6931471805599453,5,11,7,1,Ex,BuiltIn,7.60339933974067,2,3.0,916.0,3,3,2,5.272999558563747,3.9318256327243257,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,WD ,Normal,12.742568940017076,3,3,0,1713.9919305198525,2.5,3.9318256327243257,63.93544415881982,0,0,1,1
1708,1709,528150120,4.110873864173311,RL,4.605170185988092,9.400960731584833,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.963579343618446,4,3,PConc,5,3,3,GLQ,6.878326468291325,Unf,0.0,5.117993812416755,1136.0,GasA,5,Y,SBrkr,7.036148493750536,7.195187320178709,0.0,7.81156848934518,1.0,0.0,2,1,4,0.6931471805599453,4,10,7,1,Gd,BuiltIn,7.60339933974067,3,3.0,872.0,3,3,2,5.220355825078324,5.043425116919247,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,WD ,Normal,12.777055016970678,3,3,0,1143.8115684893453,3.5,5.043425116919247,62.49254791476144,1,0,1,1
1709,1710,528166150,4.110873864173311,RL,4.709530201312334,9.566475170062406,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.638354669333745,4,3,PConc,5,3,2,GLQ,6.844815479208263,Unf,0.0,5.940171252720432,1317.0,GasA,5,Y,SBrkr,7.1049654482698426,7.063903961472068,0.0,7.777373602657861,1.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.602900462204755,3,3.0,818.0,3,3,2,5.262690188904886,5.43372200355424,0.0,0.0,0.0,0,0.0,None,0.0,1,2007,WD ,Normal,12.765691290604371,4,4,0,1324.777373602658,3.5,5.43372200355424,62.21898882126289,0,0,1,1
1710,1711,528168040,4.110873864173311,RL,4.543294782270004,9.392661928770137,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.831882477283517,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.074963197966044,1181.0,GasA,5,Y,SBrkr,7.118826249062078,7.039660349862076,0.0,7.772752716468742,0.0,0.0,2,1,4,0.6931471805599453,5,10,7,1,Gd,BuiltIn,7.602900462204755,3,3.0,656.0,3,3,2,4.653960350157523,4.61512051684126,0.0,0.0,0.0,0,0.0,None,0.0,5,2007,WD ,Normal,12.560247968016562,4,3,1,1188.7727527164686,2.5,4.61512051684126,62.182021731749934,1,0,1,1
1711,1712,528172030,4.110873864173311,RL,4.532599493153256,9.438988743924838,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,5.5093883366279774,4,3,PConc,5,3,3,GLQ,6.507277712385012,Unf,0.0,5.424950017481403,895.0,GasA,5,Y,SBrkr,6.79794041297493,6.828712071641684,0.0,7.506042178518122,1.0,0.0,2,1,3,0.6931471805599453,5,8,7,1,Gd,Attchd,7.60489448081162,3,3.0,774.0,3,3,2,5.2832037287379885,4.653960350157523,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,New,Partial,12.547891278953442,0,0,0,902.5060421785181,3.5,4.653960350157523,60.048337428144976,0,0,1,1
1712,1713,528172050,3.044522437723423,RL,4.2626798770413155,9.203013596589722,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.351858133476067,4,3,PConc,4,3,2,GLQ,7.072421900537371,Unf,0.0,6.07993319509559,1614.0,GasA,5,Y,SBrkr,7.387090235656757,0.0,0.0,7.387090235656757,1.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.603897968521881,2,3.0,878.0,3,3,2,4.61512051684126,3.6635616461296463,0.0,0.0,0.0,0,0.0,None,0.0,5,2007,WD ,Normal,12.411870628505058,2,1,1,1621.3870902356568,3.0,3.6635616461296463,51.7096316495973,1,0,0,1
1713,1714,528172070,3.044522437723423,RL,4.276666119016055,9.132919225007598,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.351858133476067,4,3,PConc,4,3,1,GLQ,4.787491742782046,Unf,0.0,7.3796321526095525,1721.0,GasA,5,Y,SBrkr,7.451241684987676,0.0,0.0,7.451241684987676,1.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.603897968521881,2,2.0,554.0,3,3,2,5.1298987149230735,3.332204510175204,0.0,0.0,0.0,0,0.0,None,0.0,1,2007,WD ,Normal,12.35750105190255,2,2,0,1728.4512416849877,3.0,3.332204510175204,59.60993347990141,0,0,0,1
1714,1715,528172075,4.110873864173311,RL,4.532599493153256,9.281078386481525,Pave,None,2,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.1693500166706,1298.0,GasA,5,Y,SBrkr,7.1693500166706,6.274762021241939,0.0,7.511524648390866,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,0,None,BuiltIn,7.604396348796338,2,3.0,876.0,3,3,2,0.0,3.713572066704308,0.0,0.0,0.0,0,0.0,None,0.0,2,2007,New,Partial,12.429220196836383,1,0,1,1305.5115246483908,2.5,3.713572066704308,60.09219718712693,0,0,0,1
1715,1716,528174010,4.795790545596741,RL,4.127134385045092,8.933004591578547,Pave,None,2,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,4,3,PConc,4,3,3,ALQ,3.044522437723423,Unf,0.0,7.202661196523238,1362.0,GasA,5,Y,SBrkr,7.217443431696533,0.0,0.0,7.217443431696533,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.603897968521881,2,2.0,460.0,3,3,2,5.262690188904886,3.367295829986474,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,WD ,Normal,12.179220327453931,2,1,1,1369.2174434316964,2.0,3.367295829986474,43.304660590179196,1,0,1,1
1716,1717,528174020,4.795790545596741,RL,3.5553480614894135,8.269244521183056,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.209486152841421,4,3,PConc,4,3,3,ALQ,6.7650389767805414,Unf,0.0,6.07993319509559,1302.0,GasA,5,Y,SBrkr,7.172424577124845,0.0,0.0,7.172424577124845,1.0,0.0,1,1,1,0.6931471805599453,4,5,7,1,Gd,Attchd,7.603897968521881,2,2.0,631.0,3,3,2,4.709530201312334,3.9318256327243257,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,New,Partial,12.225880174775122,2,1,1,1309.172424577125,2.5,3.9318256327243257,43.034547462749074,0,0,1,1
1717,1718,528174030,4.795790545596741,RL,3.5553480614894135,8.269756947532983,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.209486152841421,4,3,PConc,4,3,3,ALQ,6.93828448401696,Unf,0.0,5.60947179518496,1302.0,GasA,5,Y,SBrkr,7.172424577124845,0.0,0.0,7.172424577124845,1.0,0.0,1,1,1,0.6931471805599453,4,5,7,1,Gd,Attchd,7.603897968521881,2,2.0,631.0,3,3,2,4.709530201312334,3.9318256327243257,0.0,0.0,0.0,0,0.0,None,0.0,5,2007,WD ,Normal,12.206077645517674,2,1,1,1309.172424577125,2.5,3.9318256327243257,43.034547462749074,1,0,1,1
1718,1719,528174040,4.795790545596741,RL,3.7376696182833684,8.746716349694486,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,4,3,PConc,4,3,3,ALQ,6.637258031284457,Unf,0.0,6.398594934535208,1362.0,GasA,5,Y,SBrkr,7.217443431696533,0.0,0.0,7.217443431696533,1.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.603897968521881,2,2.0,460.0,3,3,2,5.262690188904886,3.367295829986474,0.0,0.0,0.0,0,0.0,None,0.0,6,2007,WD ,Normal,12.240478903153711,2,1,1,1369.2174434316964,3.0,3.367295829986474,43.304660590179196,1,0,1,1
1719,1720,528181060,4.795790545596741,RL,3.5553480614894135,8.431853144249223,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,4.6913478822291435,4,3,PConc,4,4,2,GLQ,3.2188758248682006,Unf,0.0,7.333676395657684,1554.0,GasA,5,Y,SBrkr,7.349230824613334,0.0,0.0,7.349230824613334,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.604396348796338,2,2.0,627.0,3,3,2,5.056245805348308,4.30406509320417,0.0,0.0,0.0,0,0.0,None,0.0,8,2007,WD ,Normal,12.252483791602627,1,1,0,1561.3492308246134,2.0,4.30406509320417,58.793846596906675,0,0,1,1
